代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000069,华侨城Ａ,2.08,0.48,52.36,流入,1703.04,2026-05-19T15:00:00+08:00,2026-05-27T09:17:47+08:00
000070,特发信息,18.76,-3.75,937.15,流出,-17128.19,2026-05-19T15:00:00+08:00,2026-05-27T09:17:48+08:00
000078,ST海王,1.9,-5.0,6.6,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:17:48+08:00
000088,盐 田 港,4.57,1.11,70.91,流入,1645.42,2026-05-19T15:00:00+08:00,2026-05-27T09:17:49+08:00
000089,深圳机场,6.79,0.44,29.9,流入,221.89,2026-05-19T15:00:00+08:00,2026-05-27T09:17:49+08:00
000090,天健集团,3.42,0.59,73.64,流入,532.53,2026-05-19T15:00:00+08:00,2026-05-27T09:17:50+08:00
000096,广聚能源,9.11,0.44,94.66,流出,-156.46,2026-05-19T15:00:00+08:00,2026-05-27T09:17:50+08:00
000099,中信海直,17.03,0.95,72.2,流入,63.9,2026-05-19T15:00:00+08:00,2026-05-27T09:17:51+08:00
000100,TCL科技,4.3,1.9,253.3,流入,40925.26,2026-05-19T15:00:00+08:00,2026-05-27T09:17:51+08:00
000151,中成股份,12.18,-0.73,210.6,流入,287.36,2026-05-19T15:00:00+08:00,2026-05-27T09:17:52+08:00
000153,丰原药业,6.19,0.98,124.27,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:17:52+08:00
000155,川能动力,16.18,0.37,251.23,流入,450.51,2026-05-19T15:00:00+08:00,2026-05-27T09:17:53+08:00
000156,华数传媒,7.68,1.99,108.27,流出,-202.79,2026-05-19T15:00:00+08:00,2026-05-27T09:17:53+08:00
000157,中联重科,7.26,-0.68,87.88,流出,-1269.81,2026-05-19T15:00:00+08:00,2026-05-27T09:17:54+08:00
000158,常山北明,16.81,1.39,126.57,流入,3660.81,2026-05-19T15:00:00+08:00,2026-05-27T09:17:54+08:00
000159,国际实业,7.14,2.15,1203.73,流入,2809.86,2026-05-19T15:00:00+08:00,2026-05-27T09:17:54+08:00
000166,申万宏源,4.52,1.12,42.0,流入,4232.41,2026-05-19T15:00:00+08:00,2026-05-27T09:17:55+08:00
000301,东方盛虹,12.62,0.48,24.89,流出,-208.13,2026-05-19T15:00:00+08:00,2026-05-27T09:17:55+08:00
000333,美的集团,81.0,-2.21,48.97,流出,-17789.15,2026-05-19T15:00:00+08:00,2026-05-27T09:17:56+08:00
000338,潍柴动力,33.15,-0.45,187.63,流入,28972.57,2026-05-19T15:00:00+08:00,2026-05-27T09:17:56+08:00
000400,许继电气,27.43,3.59,331.09,流入,16028.4,2026-05-19T15:00:00+08:00,2026-05-27T09:17:57+08:00
000401,金隅冀东,4.11,1.23,24.71,流入,122.77,2026-05-19T15:00:00+08:00,2026-05-27T09:17:57+08:00
000402,金 融 街,3.03,2.36,290.48,流入,1331.19,2026-05-19T15:00:00+08:00,2026-05-27T09:17:57+08:00
000403,派林生物,10.82,0.56,59.83,流出,-213.78,2026-05-19T15:00:00+08:00,2026-05-27T09:17:58+08:00
000404,长虹华意,9.59,8.36,846.19,流入,3341.3,2026-05-19T15:00:00+08:00,2026-05-27T09:17:58+08:00
000407,胜利股份,4.64,-0.43,222.45,流出,-273.17,2026-05-19T15:00:00+08:00,2026-05-27T09:17:59+08:00
000408,藏格矿业,80.16,0.02,81.42,流出,-10513.76,2026-05-19T15:00:00+08:00,2026-05-27T09:17:59+08:00
000409,云鼎科技,9.99,1.83,112.65,流入,268.5,2026-05-19T15:00:00+08:00,2026-05-27T09:18:00+08:00
000410,沈阳机床,6.01,2.56,142.25,流入,1799.15,2026-05-19T15:00:00+08:00,2026-05-27T09:18:00+08:00
000411,英特集团,11.94,0.17,279.99,流出,-872.84,2026-05-19T15:00:00+08:00,2026-05-27T09:18:01+08:00
000415,渤海租赁,4.28,4.39,188.03,流入,6326.02,2026-05-19T15:00:00+08:00,2026-05-27T09:18:01+08:00
000417,合百集团,8.66,10.04,330.12,流出,-832.52,2026-05-19T15:00:00+08:00,2026-05-27T09:18:02+08:00
000419,通程控股,5.56,1.09,122.17,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:02+08:00
000420,吉林化纤,4.92,-4.84,579.41,流出,-13546.9,2026-05-19T15:00:00+08:00,2026-05-27T09:18:03+08:00
000421,南京公用,6.31,1.61,152.69,流入,28.24,2026-05-19T15:00:00+08:00,2026-05-27T09:18:03+08:00
000422,湖北宜化,14.84,-1.33,265.87,流入,863.93,2026-05-19T15:00:00+08:00,2026-05-27T09:18:04+08:00
000423,东阿阿胶,50.8,0.12,58.63,流出,-934.06,2026-05-19T15:00:00+08:00,2026-05-27T09:18:04+08:00
000425,徐工机械,9.4,-0.63,121.2,流出,-10190.7,2026-05-19T15:00:00+08:00,2026-05-27T09:18:05+08:00
000426,兴业银锡,41.72,-2.98,323.64,流出,-15133.64,2026-05-19T15:00:00+08:00,2026-05-27T09:18:05+08:00
000428,华天酒店,3.72,0.81,109.11,流入,75.9,2026-05-19T15:00:00+08:00,2026-05-27T09:18:05+08:00
000429,粤高速Ａ,12.97,0.08,54.41,流出,-359.82,2026-05-19T15:00:00+08:00,2026-05-27T09:18:06+08:00
000498,山东路桥,5.37,1.13,37.51,流入,212.13,2026-05-19T15:00:00+08:00,2026-05-27T09:18:06+08:00
000501,武商集团,7.91,2.33,82.27,流出,-283.35,2026-05-19T15:00:00+08:00,2026-05-27T09:18:07+08:00
000503,国新健康,7.76,1.97,117.92,流入,250.64,2026-05-19T15:00:00+08:00,2026-05-27T09:18:07+08:00
000505,京粮控股,6.55,0.0,170.9,流入,120.81,2026-05-19T15:00:00+08:00,2026-05-27T09:18:07+08:00
000506,招金黄金,14.21,0.28,240.77,流出,-1590.6,2026-05-19T15:00:00+08:00,2026-05-27T09:18:08+08:00
000507,珠海港,5.4,4.65,378.54,流入,3326.03,2026-05-19T15:00:00+08:00,2026-05-27T09:18:08+08:00
000509,华塑控股,3.96,0.51,332.4,流出,-138.88,2026-05-19T15:00:00+08:00,2026-05-27T09:18:09+08:00
000510,新金路,13.73,-0.65,653.74,流出,-3588.1,2026-05-19T15:00:00+08:00,2026-05-27T09:18:09+08:00
000513,丽珠集团,31.18,0.87,62.26,流入,962.43,2026-05-19T15:00:00+08:00,2026-05-27T09:18:10+08:00
000514,渝 开 发,4.84,1.68,115.86,流出,-61.94,2026-05-19T15:00:00+08:00,2026-05-27T09:18:10+08:00
000516,国际医学,4.58,3.39,147.89,流入,1392.36,2026-05-19T15:00:00+08:00,2026-05-27T09:18:10+08:00
000517,荣安地产,1.98,0.0,81.52,流入,333.02,2026-05-19T15:00:00+08:00,2026-05-27T09:18:11+08:00
000519,中兵红箭,17.43,-1.02,153.62,流入,352.13,2026-05-19T15:00:00+08:00,2026-05-27T09:18:11+08:00
000520,凤凰航运,4.08,0.49,109.39,流入,101.14,2026-05-19T15:00:00+08:00,2026-05-27T09:18:12+08:00
000521,长虹美菱,5.58,1.64,70.03,流入,619.4,2026-05-19T15:00:00+08:00,2026-05-27T09:18:12+08:00
000523,红棉股份,3.44,-0.86,177.75,流出,-138.09,2026-05-19T15:00:00+08:00,2026-05-27T09:18:13+08:00
000524,岭南控股,9.51,0.63,80.21,流入,112.17,2026-05-19T15:00:00+08:00,2026-05-27T09:18:13+08:00
000525,红太阳,5.11,0.39,119.28,流出,-519.46,2026-05-19T15:00:00+08:00,2026-05-27T09:18:14+08:00
000526,学大教育,33.7,0.18,120.16,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:15+08:00
000528,柳    工,9.28,0.0,145.09,流出,-1341.19,2026-05-19T15:00:00+08:00,2026-05-27T09:18:16+08:00
000529,广弘控股,5.38,0.94,51.56,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:17+08:00
000530,冰山冷热,5.96,1.71,239.86,流入,224.31,2026-05-19T15:00:00+08:00,2026-05-27T09:18:17+08:00
000531,穗恒运Ａ,7.56,2.86,371.31,流入,2072.28,2026-05-19T15:00:00+08:00,2026-05-27T09:18:17+08:00
000532,华金资本,12.42,1.8,220.29,流入,914.25,2026-05-19T15:00:00+08:00,2026-05-27T09:18:18+08:00
000533,顺钠股份,13.7,2.7,927.52,流出,-1533.99,2026-05-19T15:00:00+08:00,2026-05-27T09:18:18+08:00
000534,万泽股份,38.5,2.69,384.47,流入,9325.18,2026-05-19T15:00:00+08:00,2026-05-27T09:18:19+08:00
000536,华映科技,3.99,0.76,101.6,流入,676.35,2026-05-19T15:00:00+08:00,2026-05-27T09:18:19+08:00
000537,绿发电力,11.26,0.72,319.44,流出,-4722.39,2026-05-19T15:00:00+08:00,2026-05-27T09:18:20+08:00
000538,云南白药,50.88,0.04,32.27,流入,770.22,2026-05-19T15:00:00+08:00,2026-05-27T09:18:20+08:00
000539,粤电力Ａ,7.03,0.72,502.45,流出,-2064.34,2026-05-19T15:00:00+08:00,2026-05-27T09:18:21+08:00
000541,佛山照明,5.29,0.38,68.83,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:21+08:00
000543,皖能电力,9.0,4.17,482.08,流入,11393.12,2026-05-19T15:00:00+08:00,2026-05-27T09:18:21+08:00
000544,中原环保,8.3,1.47,35.22,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:22+08:00
000545,金浦钛业,2.85,0.71,424.3,流出,-2589.53,2026-05-19T15:00:00+08:00,2026-05-27T09:18:22+08:00
000546,金圆股份,6.2,-7.19,963.97,流出,-5793.48,2026-05-19T15:00:00+08:00,2026-05-27T09:18:23+08:00
000547,航天发展,24.88,-2.05,594.52,流出,-8823.39,2026-05-19T15:00:00+08:00,2026-05-27T09:18:23+08:00
000548,湖南投资,5.1,0.59,139.51,流出,-122.37,2026-05-19T15:00:00+08:00,2026-05-27T09:18:24+08:00
000550,江铃汽车,18.03,-0.33,46.11,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:24+08:00
000551,创元科技,17.59,0.63,487.97,流入,594.12,2026-05-19T15:00:00+08:00,2026-05-27T09:18:24+08:00
000552,甘肃能化,2.82,0.36,191.1,流出,-345.32,2026-05-19T15:00:00+08:00,2026-05-27T09:18:25+08:00
000553,安道麦A,6.68,-3.47,109.0,流出,-2693.75,2026-05-19T15:00:00+08:00,2026-05-27T09:18:26+08:00
000554,泰山石油,7.71,-1.28,472.32,流出,-1336.67,2026-05-19T15:00:00+08:00,2026-05-27T09:18:26+08:00
000555,神州信息,14.12,2.1,195.25,流入,431.7,2026-05-19T15:00:00+08:00,2026-05-27T09:18:27+08:00
000557,西部创业,4.52,0.89,44.4,流入,124.64,2026-05-19T15:00:00+08:00,2026-05-27T09:18:27+08:00
000558,天府文旅,3.85,-0.26,168.85,流出,-78.54,2026-05-19T15:00:00+08:00,2026-05-27T09:18:27+08:00
000559,万向钱潮,18.12,0.78,431.16,流入,1272.38,2026-05-19T15:00:00+08:00,2026-05-27T09:18:28+08:00
000560,我爱我家,2.96,0.34,531.24,流入,562.82,2026-05-19T15:00:00+08:00,2026-05-27T09:18:28+08:00
000561,烽火电子,9.34,-0.21,107.22,流出,-234.46,2026-05-19T15:00:00+08:00,2026-05-27T09:18:29+08:00
000563,陕国投Ａ,3.1,0.98,67.03,流入,1107.04,2026-05-19T15:00:00+08:00,2026-05-27T09:18:29+08:00
000564,供销大集,1.69,1.2,98.49,流入,2916.43,2026-05-19T15:00:00+08:00,2026-05-27T09:18:30+08:00
000565,渝三峡Ａ,8.06,0.12,209.95,流出,-151.89,2026-05-19T15:00:00+08:00,2026-05-27T09:18:30+08:00
000566,海南海药,4.55,-0.22,155.31,流入,145.15,2026-05-19T15:00:00+08:00,2026-05-27T09:18:31+08:00
000567,海德股份,6.51,3.17,130.09,流出,-10.46,2026-05-19T15:00:00+08:00,2026-05-27T09:18:31+08:00
000570,苏常柴Ａ,6.35,0.16,260.59,流入,295.9,2026-05-19T15:00:00+08:00,2026-05-27T09:18:32+08:00
000571,新大洲A,6.0,2.74,701.64,流入,1896.54,2026-05-19T15:00:00+08:00,2026-05-27T09:18:32+08:00
000572,海马汽车,5.06,-0.98,263.4,流入,700.43,2026-05-19T15:00:00+08:00,2026-05-27T09:18:33+08:00
000573,粤宏远Ａ,4.66,0.43,405.24,流入,104.03,2026-05-19T15:00:00+08:00,2026-05-27T09:18:33+08:00
000576,甘化科工,8.45,0.6,182.13,流入,107.77,2026-05-19T15:00:00+08:00,2026-05-27T09:18:34+08:00
000581,威孚高科,19.91,0.05,115.55,流出,-420.48,2026-05-19T15:00:00+08:00,2026-05-27T09:18:34+08:00
000582,北部湾港,12.85,4.22,309.59,流入,10405.4,2026-05-19T15:00:00+08:00,2026-05-27T09:18:35+08:00
000586,汇源通信,20.57,10.0,957.18,流入,19983.68,2026-05-19T15:00:00+08:00,2026-05-27T09:18:35+08:00
000589,贵州轮胎,4.75,0.85,154.82,流出,-75.42,2026-05-19T15:00:00+08:00,2026-05-27T09:18:36+08:00
000590,古汉医药,10.48,1.45,147.74,流入,111.61,2026-05-19T15:00:00+08:00,2026-05-27T09:18:36+08:00
000591,太阳能,6.11,3.21,553.9,流入,15885.1,2026-05-19T15:00:00+08:00,2026-05-27T09:18:37+08:00
000592,平潭发展,10.37,-0.29,643.74,流入,198.93,2026-05-19T15:00:00+08:00,2026-05-27T09:18:37+08:00
000593,德龙汇能,24.35,2.44,845.19,流出,-1023.89,2026-05-19T15:00:00+08:00,2026-05-27T09:18:38+08:00
000597,东北制药,4.91,1.87,66.96,流入,258.46,2026-05-19T15:00:00+08:00,2026-05-27T09:18:38+08:00
000598,兴蓉环境,6.66,1.99,122.23,流入,4355.61,2026-05-19T15:00:00+08:00,2026-05-27T09:18:38+08:00
000599,青岛双星,5.7,0.0,130.28,流出,-133.54,2026-05-19T15:00:00+08:00,2026-05-27T09:18:39+08:00
000600,建投能源,10.88,10.01,908.77,流入,35831.19,2026-05-19T15:00:00+08:00,2026-05-27T09:18:39+08:00
000601,韶能股份,7.97,1.79,1502.1,流出,-2842.93,2026-05-19T15:00:00+08:00,2026-05-27T09:18:40+08:00
000603,盛达资源,33.56,-1.81,255.49,流出,-1440.6,2026-05-19T15:00:00+08:00,2026-05-27T09:18:40+08:00
000605,渤海股份,7.07,0.28,117.25,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:41+08:00
000607,华媒控股,4.02,0.75,185.29,流入,479.09,2026-05-19T15:00:00+08:00,2026-05-27T09:18:41+08:00
000610,*ST西旅,7.87,1.68,296.77,流入,1281.19,2026-05-19T15:00:00+08:00,2026-05-27T09:18:41+08:00
000612,焦作万方,11.98,1.78,268.84,流出,-878.83,2026-05-19T15:00:00+08:00,2026-05-27T09:18:42+08:00
000617,中油资本,8.59,-4.02,120.21,流出,-21165.72,2026-05-19T15:00:00+08:00,2026-05-27T09:18:42+08:00
000619,海螺新材,6.1,-0.33,209.11,流出,-216.12,2026-05-19T15:00:00+08:00,2026-05-27T09:18:43+08:00
000620,盈新发展,3.33,-1.77,727.88,流出,-1807.51,2026-05-19T15:00:00+08:00,2026-05-27T09:18:43+08:00
000623,吉林敖东,17.86,0.51,73.03,流出,-348.52,2026-05-19T15:00:00+08:00,2026-05-27T09:18:44+08:00
000625,长安汽车,8.62,0.12,140.65,流入,4119.34,2026-05-19T15:00:00+08:00,2026-05-27T09:18:44+08:00
000626,远大控股,8.34,0.24,205.28,流入,437.97,2026-05-19T15:00:00+08:00,2026-05-27T09:18:45+08:00
000628,高新发展,62.26,0.08,526.97,流入,3586.29,2026-05-19T15:00:00+08:00,2026-05-27T09:18:45+08:00
000629,钒钛股份,3.6,-0.83,116.35,流出,-2919.3,2026-05-19T15:00:00+08:00,2026-05-27T09:18:46+08:00
000630,铜陵有色,6.02,-0.99,215.87,流出,-3521.57,2026-05-19T15:00:00+08:00,2026-05-27T09:18:46+08:00
000631,顺发恒能,3.4,4.62,161.79,流入,1509.7,2026-05-19T15:00:00+08:00,2026-05-27T09:18:47+08:00
000632,ST三木,4.3,1.65,725.16,流出,-65.6,2026-05-19T15:00:00+08:00,2026-05-27T09:18:47+08:00
000633,合金投资,6.35,-0.16,231.74,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:48+08:00
000635,英 力 特,7.88,-0.51,156.26,流出,-350.32,2026-05-19T15:00:00+08:00,2026-05-27T09:18:48+08:00
000636,风华高科,32.37,9.99,621.73,流入,100960.55,2026-05-19T15:00:00+08:00,2026-05-27T09:18:49+08:00
000637,茂化实华,4.73,-0.63,230.71,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:49+08:00
000639,ST西王,1.56,4.7,611.54,流入,2389.43,2026-05-19T15:00:00+08:00,2026-05-27T09:18:50+08:00
000650,仁和药业,5.57,0.91,63.44,流入,43.57,2026-05-19T15:00:00+08:00,2026-05-27T09:18:50+08:00
000651,格力电器,39.56,-0.38,72.61,流出,-8312.47,2026-05-19T15:00:00+08:00,2026-05-27T09:18:51+08:00
000652,泰达股份,3.99,-2.44,217.92,流出,-836.68,2026-05-19T15:00:00+08:00,2026-05-27T09:18:51+08:00
000655,金岭矿业,7.64,-0.39,107.22,流入,386.08,2026-05-19T15:00:00+08:00,2026-05-27T09:18:52+08:00
000657,中钨高新,53.97,-5.25,486.3,流出,-27018.91,2026-05-19T15:00:00+08:00,2026-05-27T09:18:52+08:00
000659,珠海中富,4.31,1.17,336.93,流入,230.28,2026-05-19T15:00:00+08:00,2026-05-27T09:18:53+08:00
000661,长春高新,83.38,0.92,73.73,流出,-565.1,2026-05-19T15:00:00+08:00,2026-05-27T09:18:53+08:00
000663,永安林业,6.7,0.0,158.55,流出,-138.65,2026-05-19T15:00:00+08:00,2026-05-27T09:18:54+08:00
000665,湖北广电,4.98,3.32,328.4,流入,1346.79,2026-05-19T15:00:00+08:00,2026-05-27T09:18:54+08:00
000670,盈方微,8.34,1.83,573.03,流入,3519.04,2026-05-19T15:00:00+08:00,2026-05-27T09:18:55+08:00
000672,上峰水泥,18.15,-3.97,815.28,流出,-9107.38,2026-05-19T15:00:00+08:00,2026-05-27T09:18:55+08:00
000676,智度股份,7.32,1.81,159.93,流入,1204.48,2026-05-19T15:00:00+08:00,2026-05-27T09:18:55+08:00
000677,ST海龙,2.29,-4.98,19.06,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:18:56+08:00
000678,襄阳轴承,13.2,0.08,400.74,流出,-389.52,2026-05-19T15:00:00+08:00,2026-05-27T09:18:56+08:00
000679,大连友谊,6.9,0.15,166.99,流出,-191.82,2026-05-19T15:00:00+08:00,2026-05-27T09:18:57+08:00
000680,山推股份,11.43,-0.09,95.69,流入,97.56,2026-05-19T15:00:00+08:00,2026-05-27T09:18:57+08:00
000681,视觉中国,22.5,1.9,603.85,流入,5202.57,2026-05-19T15:00:00+08:00,2026-05-27T09:18:58+08:00
000682,东方电子,14.12,3.22,349.66,流入,5928.23,2026-05-19T15:00:00+08:00,2026-05-27T09:18:58+08:00
000683,博源化工,7.74,-1.02,100.65,流出,-1677.62,2026-05-19T15:00:00+08:00,2026-05-27T09:18:59+08:00
000685,中山公用,12.9,5.91,896.31,流入,21415.27,2026-05-19T15:00:00+08:00,2026-05-27T09:18:59+08:00
000686,东北证券,8.27,1.47,74.39,流入,1051.6,2026-05-19T15:00:00+08:00,2026-05-27T09:19:00+08:00
000688,国城矿业,40.01,-3.57,259.95,流出,-565.33,2026-05-19T15:00:00+08:00,2026-05-27T09:19:00+08:00
000690,宝新能源,5.73,1.06,569.46,流出,-1595.76,2026-05-19T15:00:00+08:00,2026-05-27T09:19:01+08:00
000692,惠天热电,5.19,0.78,223.54,流入,127.01,2026-05-19T15:00:00+08:00,2026-05-27T09:19:01+08:00
000695,滨海能源,14.72,-0.07,843.33,流入,1116.71,2026-05-19T15:00:00+08:00,2026-05-27T09:19:02+08:00
000700,模塑科技,13.91,-0.43,687.93,流出,-3266.65,2026-05-19T15:00:00+08:00,2026-05-27T09:19:02+08:00
000701,厦门信达,5.92,-0.67,145.99,流出,-217.53,2026-05-19T15:00:00+08:00,2026-05-27T09:19:03+08:00
000702,正虹科技,6.84,-1.3,336.56,流出,-363.31,2026-05-19T15:00:00+08:00,2026-05-27T09:19:04+08:00
000703,恒逸石化,14.75,0.27,97.23,流入,474.65,2026-05-19T15:00:00+08:00,2026-05-27T09:19:04+08:00
000705,浙江震元,7.7,1.85,187.76,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:19:05+08:00
000707,双环科技,5.61,0.18,117.21,流出,-180.92,2026-05-19T15:00:00+08:00,2026-05-27T09:19:06+08:00
000708,中信特钢,14.66,0.27,18.17,流出,-190.53,2026-05-19T15:00:00+08:00,2026-05-27T09:19:06+08:00
000709,河钢股份,2.26,0.89,59.93,流入,1065.72,2026-05-19T15:00:00+08:00,2026-05-27T09:19:07+08:00
000710,贝瑞基因,10.46,-1.32,330.01,流出,-531.73,2026-05-19T15:00:00+08:00,2026-05-27T09:19:07+08:00
000712,锦龙股份,10.86,0.18,371.33,流入,224.77,2026-05-19T15:00:00+08:00,2026-05-27T09:19:08+08:00
000713,国投丰乐,6.21,0.65,64.63,持平,0.0,2026-05-19T15:00:00+08:00,2026-05-27T09:19:08+08:00
000715,中兴商业,5.51,1.29,155.65,流入,115.02,2026-05-19T15:00:00+08:00,2026-05-27T09:19:09+08:00
000716,黑芝麻,4.97,0.2,219.35,流出,-678.03,2026-05-19T15:00:00+08:00,2026-05-27T09:19:10+08:00
000717,中南股份,2.35,0.0,52.07,流出,-94.88,2026-05-19T15:00:00+08:00,2026-05-27T09:19:10+08:00
000718,苏宁环球,2.06,0.98,94.05,流入,586.18,2026-05-19T15:00:00+08:00,2026-05-27T09:19:10+08:00
000719,中原传媒,14.2,2.53,98.0,流出,-624.49,2026-05-19T15:00:00+08:00,2026-05-27T09:19:11+08:00
000720,新能泰山,5.34,-1.66,648.25,流入,1543.31,2026-05-19T15:00:00+08:00,2026-05-27T09:19:11+08:00
